0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
5.767013428919396,7.271773744184513,6.368283581586452,5.645690665709272,7.231248291625159,6.503446178159386,4.8302198203005915,5.943898227655666,5.453479528948391,3.835447851731056,4.7615977949116175,4.442301529238878,4.795663903045583,5.864430401481844,5.3983736430819445,4.873849687841628,5.865657329056904,5.3413468100642,3.9033985202897394,4.942729893715998,4.330420396530711,4.838956172340049,6.142613811882768,5.301749702778676,3.6805746048836734,4.712677218086745,4.492931794790692,3.896478739352255,4.934797788035703,4.402742888681474,5.6923667705854255,7.148554409664674,6.462577799235261,2.9278296537544466,3.384927291945933,3.227004790162227,1.1231668382121052,1.3400786149226875,1.2196138030357253,2.857212877975691,3.809848647992667,3.253401672334223,4.753553251431676,6.128387995355153,5.374749321149085,5.702868980305985,6.988285886193919,6.519412946348957,3.8829596009484675,4.675228578745318,4.307413984098665,3.8673121391991008,4.930004229999012,4.521417042400309,5.865231404095855,7.237202651974979,6.508259183203832,3.8101557227337626,5.013692380786538,4.400724797341013,6.520386242741652,8.399411539646989,7.624163616318547,3.850938675674357,4.666527322574902,4.216995349647529,5.767933926586193,7.364309205508039,6.418922827929764,5.749609491681517,7.211429832901369,6.602075249713919,2.7366474541116736,3.537992304137866,3.156317643270101,1.0624313775360354,1.2431129578323958,1.1706827353627136,2.916944080994615,3.608914414870626,3.084498018353636,6.682954900715941,8.278820948097426,7.693571586932116,1.0047379063472417,1.0908514015656188,1.0730605500370585,5.791251191024253,7.15601338916783,6.557635731535506,2.9576528817501018,3.6145985878373263,3.1540753322273796,1.8269952413252544,2.3325134332211777,2.2019026673012645
5.867414832694655,7.228395801103824,6.499228129586981,1.759441891913312,2.4054291684565974,2.0703501213086692,4.910963443166321,5.904260221193159,5.450039732568662,4.670200557225931,6.164570467967849,5.416629185972666,3.855947580850944,4.639451408927857,4.267641418292804,3.9936973623998218,4.84281903669857,4.468682499143953,2.831215252132098,3.6108974678511085,3.4555474395531824,5.890062381572275,7.344206113805701,6.654578774709069,4.010126349638598,4.868933164207515,4.173463324127625,3.813668588552305,4.781042903086572,4.325078160855883,3.8912075741138725,4.763611970636269,4.307037658456421,4.970540766121377,6.008040497080369,5.465796226810613,4.746729006333733,6.023939963425905,5.2803019596312435,3.7296720587547574,4.671108311207943,4.3733018941675255,2.0620986132869765,2.399342679793035,2.1529677909088036,3.674735209856427,4.767158112763532,4.374348660359469,2.8146828308507095,3.7138555979308556,3.3727297693117224,2.8615054470638084,3.4553136847239165,3.238898106082991,3.6434369684901484,4.806909797218759,4.532036590381293,4.8619064817676705,5.997117153681111,5.467096618958738,5.735890776177247,7.147321747987275,6.375588586558401,4.732461444107648,5.819244622040804,5.522777418040493,6.631785832692712,8.44376673478919,7.531430084643449,2.9374252407619745,3.698704213797248,3.2581441140365435,1.9820917308386414,2.4510583061252103,2.054862166259966,1.8496634189827297,2.3749390864456035,2.1318647922927663,3.90634415666751,4.720330308413917,4.240698161540823,2.845391716474971,3.7116236128993214,3.1691540093729307,3.014630953762701,3.549618080411659,3.347440439156963,2.806479730117883,3.7313495527625475,3.2805636458936878,4.828106541858791,6.002280620613747,5.402582217366986,3.8133294392726373,4.832234356679291,4.344773455148005
4.879277668534986,6.062354255008869,5.442814552701389,0.8925475595217178,1.1883193422876301,1.0865643540469945,1.9987281426862993,2.3883928919398114,2.3173620237206327,3.7775465434182087,4.767202872287925,4.243707389452769,1.887023759600358,2.3369892938759986,2.042541067832206,0.79762994500188,1.21841808795499,1.0152880446818373,2.95816793026671,3.531870951981279,3.241750375094929,5.572538997633567,7.253488616415772,6.442974846130666,3.9771713694239166,4.770829672799748,4.226895475680822,4.671233006426052,6.206521558092257,5.467377640824052,4.89905454014589,5.871612855832811,5.278664903947375,2.737809696941682,3.70929152729866,3.196371288295341,4.763260668760988,6.022098565962541,5.39691378629768,1.6930234037922258,2.499532837403052,2.208399064711755,3.98514278789541,4.8473989385392455,4.369489613033956,3.732199615391942,4.639366662509223,4.40623649008373,4.860471277121546,6.126496824382068,5.317530110215148,2.956967400357356,3.608252105652431,3.2083833087914972,5.550401204793854,7.174811243033931,6.354103461310302,3.870983098256472,4.780748136004124,4.383109859251179,3.789437044303475,4.893394711405319,4.370278438893603,2.9156798619045494,3.851002720230895,3.2265112580827062,3.6079718222559785,4.763876892453081,4.202622227457102,2.904971472562875,3.782690299844002,3.3632213636041666,3.7149415219918875,4.824631666618589,4.388316696799227,5.975391175757498,7.0707627684514875,6.405407921319718,3.6287207259162373,4.7717849547287265,4.3033717582996776,4.981169510381346,5.976406221297758,5.391828171176125,4.895648463190249,6.039738436847296,5.366167464975865,6.732164016793457,8.356311773311726,7.522644060735169,5.072256767623206,5.89385987232496,5.380713075784057,3.7659236914071728,4.747362182905764,4.173521209487021
2.9234026980168055,3.5102302602677824,3.4106053988981344,3.85888985511401,4.849276720278971,4.124004738440469,4.796848268984016,5.887239515624799,5.541941831114283,3.791790420461781,4.8677557747534985,4.284435467578114,1.938013599396281,2.3531892909637024,2.091297660946991,3.0711015422275887,3.6201259618735833,3.137329144184509,4.827201318988618,5.826441755586507,5.3578138654932195,4.940005319475028,6.010976746266711,5.3954866195907245,5.794220639155123,7.241704925675996,6.423455954673269,2.770291762770077,3.761064590427031,3.199591702547213,2.80333361426735,3.6264291764350878,3.111284899594588,3.7535454525580554,4.648548894848678,4.371800121958715,2.8981151987594442,3.6853817909769173,2.943325151677964,2.857012854885048,3.7836546033732197,3.2990016784875302,3.8044074173028806,4.761168274946183,4.452476202939763,5.759857122775016,7.202296608156656,6.433299128498446,1.9063665260559766,2.432235232770658,2.1261440718294136,3.8548674588854746,4.932672646241954,4.331292267178803,2.9304778943317107,3.658300191515977,3.208980806989914,5.768024722529652,7.054145373577868,6.417049913156014,4.061389988250119,4.837833969115808,4.270396156667373,1.9238885018147507,2.4082590437974565,2.0663055345936567,1.0949599756417796,1.1513956531575213,0.9790145395448742,2.847686821010888,3.3600355563241275,3.1356756147642457,3.0182825575084724,3.5031546013034087,3.1203828202329236,5.646328720987937,7.118891091763748,6.485405013129263,3.9137814154335615,4.7889364322195895,4.310689802254706,2.7615955908150873,3.3510882206887924,2.9769101868911223,3.7170413382751817,4.942417811030758,4.3880911262614175,3.761270698349809,4.906321420647324,4.327020108469889,2.9586167432532515,3.6111021513154684,3.3517431416108967,5.717236948384353,7.320967871169674,6.479824460908945
1.932143764422941,2.3090633501788127,2.2074970738348796,4.865863325703497,6.247526363806993,5.483881405368402,1.7986426139703877,2.361912149970454,2.0928432069662186,5.8715579338356045,7.117875566364841,6.5008592101153235,1.8208367249326078,2.452275519395694,2.1636549764938744,2.0799709763050793,2.3032455227701645,1.99036610576587,6.5021252423946985,8.351785169926954,7.426282114698685,3.803048534485828,4.934665763890935,4.201407480296679,4.748854494127987,5.949807716152248,5.441128180872377,3.883408238399949,4.785792239542391,4.385130666845376,3.927157203511214,4.815762524115863,4.271209053674173,2.8481436392443533,3.448879735831102,3.2621891386113417,4.8787663007937025,5.889462648687415,5.303583402342045,5.8848821835661935,7.295341650634605,6.437938480332853,4.737444991115465,5.978843009246429,5.344697062961005,5.73635860263518,7.137468692345551,6.360764438971135,4.752567383515593,5.789843127424769,5.385799697889836,4.7636308780602405,6.04707508991493,5.447482091712676,3.969480144369264,4.863293129708688,4.514857807774812,3.6960350386863086,4.749906727688985,4.230001850326096,1.0932044918059831,0.9916810749253557,0.9527621136694151,2.8269388292194666,3.6337331603112117,3.423028691218149,2.9574121669493887,3.5708425815154072,3.2873492117452647,3.9520546348007968,4.963351410282087,4.342333111586518,5.845638258030347,7.1754283365762515,6.60211924578967,4.630118924979719,6.074227706072553,5.240696540023074,3.9430917499048306,4.931752208976423,4.276170300284156,2.8458501404190972,3.596046633825011,3.2623854604061786,4.89373119746087,5.989883651507522,5.49861129694047,6.693823133420504,8.604220256226583,7.5542722678769625,6.63630892399893,8.289235185837017,7.647405236489315,3.865992925112962,4.814132913715509,4.199027361860696
3.852625889959472,4.8363582987720015,4.3188862959003,2.8590581245359625,3.654118951466797,3.242810313931725,3.694541468884014,4.785732150622824,4.339850629133634,3.6245028716062886,4.762105410056839,4.411883508954941,2.9133760198931253,3.5989817043999213,3.0229487633524936,2.853303208090632,3.6163509526511715,3.174176142776722,3.819231016356835,4.812388094124387,4.416410451382547,4.83759069598471,6.074157458423492,5.444044742190068,2.039708498647549,2.6183118351077037,2.1384220062177377,1.8992390670139143,2.278519359925745,2.27529600090763,5.654746759740391,7.063938197689705,6.451860919518617,4.769991816421248,6.020375480271012,5.334754385411537,4.775033500503353,5.921015283118371,5.5928968120218805,3.832651999348598,4.625099593196292,4.116442741564293,3.972420416402176,4.830129820487883,4.1846154920570084,2.910512957388407,3.563733612250179,3.1636429719644115,4.75556538392779,6.027594677785535,5.635479742882655,2.0005055269830496,2.520096384901838,2.334378898427407,2.1871938064623015,2.359528665476687,1.9975433852337308,2.810530860812882,3.5403805265136796,3.2510985675790876,2.929248221924414,3.427110038875887,3.3097421308556676,4.734485054405845,6.07110735241712,5.306951201281898,2.93395465728782,3.533880364399903,3.2334069817578706,4.871758291696141,5.984974004517107,5.360043481167826,5.765527183141186,7.1846443721886475,6.37300879755475,3.7982925145861763,4.858669069515498,4.515947702397165,3.775485163953067,4.865002726664843,4.317653262258314,3.8597821844966416,4.802136740484031,4.287724170968115,1.9271903646402302,2.3914369617116895,1.975607423600409,3.055455622946954,3.465531965267285,3.217901589941662,2.786044658828724,3.5654780403261364,3.3059891033646824,2.8236878025774605,3.544507278116301,3.0985210512404
4.925827114215549,5.980262511318169,5.396942317554315,1.9076526165626824,2.2386243145200617,2.2613795740800127,3.873073414943927,4.635719385953447,4.207318268947173,4.101808115695723,4.805140327932813,4.202145578295523,1.9315310352375865,2.3972398811194897,2.0681485096971697,2.841782800384701,3.464251173588201,3.101623747433954,3.0473611966189083,3.4826201360585007,3.247567849203098,5.833195118499576,7.148633411615246,6.332465912819601,3.8030282696874456,5.011451401092129,4.377734142207863,-0.03760186978910338,-0.15782607261450105,0.05476055049314782,5.843182580259552,7.004488750023798,6.278383352628741,5.657642388061579,7.07885498554178,6.567051251003077,5.802770065190776,7.140369297572482,6.684384993656662,5.6346932126431755,6.935947888623812,6.489195725748685,1.8239383805691685,2.4885922552958903,2.146664949519485,2.785137693302826,3.574996346332725,3.1737798512803135,5.772244412118075,7.33437347916838,6.4067289844321635,2.8143676239834123,3.484148713580893,3.248236753205351,4.827953778856716,5.969138085047402,5.353438314381033,2.857599211383201,3.5755773856257083,3.2740986578675324,4.794660163760275,5.88247232971334,5.230568253926063,4.900624749092664,5.858170743691701,5.592038256015957,3.847661525826032,4.872881672093691,4.419147024084745,5.827149037873904,7.192100209972472,6.508259133672236,1.768789201159191,2.342130252817284,2.22893053080682,1.6497106459545616,2.4929537625373976,1.9317169814099662,4.8774017072832265,5.848647833921958,5.331210640143736,2.7595965855106765,3.7228141884155095,3.4037864266777462,5.657449440878793,6.814218673358961,6.586230195645558,4.850231875573159,6.0002067849002945,5.310451247167046,4.742095060473848,5.840473487492921,5.265031373225396,5.703546249135129,7.191407136590479,6.451394712731667
2.8504982095461817,3.568097789400556,3.2256031165856522,5.631762977838002,7.338577174567417,6.558673637783188,4.80509767759993,5.927191760250001,5.292522260839476,6.667704531916758,8.312120005241612,7.427772592198027,2.9086060934891624,3.5777193039504653,3.269952845428751,3.8648228663760267,4.8451354261320105,4.27234713064422,2.8771519810301074,3.573568580750169,3.096130884146743,2.8846579073811665,3.665675664428219,3.3341673670009606,1.9509080562440704,2.348802013692328,2.229980776056141,5.737453454217435,7.191670387102376,6.417935380426162,4.8579168504993655,6.123779976531407,5.471366593605061,2.7924234830956487,3.6891333026497213,3.128890681079128,4.80588277144891,6.014946983064919,5.384700931188274,5.8901595870676084,7.216564322880493,6.4129652066827285,3.014156256130121,3.5944176822088174,3.3794977086528606,3.8521720011808567,4.702199222325719,4.341905066190419,1.8445225320809477,2.3946298908128525,2.1149873869807574,4.812746427064903,5.809742688492809,5.257575208034681,3.8160060643920377,4.86130429320802,4.589113157236463,1.677409135306263,2.2154227204766874,2.244952481040136,4.6965787043986555,5.924633585041869,5.377328303854059,2.9898731615004395,3.445607945957767,3.149341193970073,5.849922492464924,7.1123678565561965,6.4905067266193655,5.861015190159413,7.265488400952575,6.256247546983959,3.960586410991434,4.696052452991566,4.410296648154123,2.9926659171267183,3.351189727107044,3.402699452199381,3.859684132021817,4.747687433991092,4.432153297609639,3.8524980139134724,4.781345356353789,4.399527496369572,4.71139285681405,5.943178313193401,5.192506617965488,2.921113506728136,3.6237591641541305,3.1766047014592353,3.8103986106707133,4.87028593479614,4.357467137446997,5.7587163070501886,7.113506719960962,6.425816865325662
2.91931825808431,3.7118323890368545,3.1909196383041336,2.8589442771801528,3.52682965882491,3.1740445118868132,4.869842130501752,6.002479917348734,5.393318860362349,3.705993702053204,4.630825922918384,4.27226898842758,3.847719198562009,4.890281124235751,4.452219933226898,5.806131225877244,7.118669588775538,6.311556441977946,5.861000442157041,7.081519715594719,6.649156662667633,4.676886837798189,6.003287589025734,5.3956330345155425,4.895572639595632,5.880122240876171,5.310843968466073,2.7872819511198896,3.5465665305406007,3.2936761800395495,3.8401171289933305,4.697637020740102,4.232745714501041,3.883403020152595,4.705138393832907,4.420064422824969,1.9287531130657534,2.446570180808866,2.2985256392507845,1.939955031960563,2.234258268675533,2.148339746227395,2.1196993686929897,2.3907864405967834,2.2085362306807923,3.704889142422264,4.737778453089232,4.418300036398874,3.8440759542796776,4.874123526313829,4.328191699889623,4.933929060772838,5.956942628097933,5.4085088643044665,0.7266427587124943,1.2589889083037558,1.111136331081976,4.704581265710542,5.8795157015536965,5.434624207645139,1.8374264789632035,2.233066292781355,2.039063950283125,3.955398756749619,4.787307195970255,4.331379196006157,3.730570515960393,4.598330422993652,4.266241591689436,3.8150943956185794,4.917627912505131,4.338378315174499,4.699030451386698,5.896344444589801,5.453872436206222,5.816280870881924,7.261216612434776,6.4092345875349634,2.8823426435952126,3.449873743104618,3.3235112687553783,2.728343259086058,3.643285044119905,3.211889355764893,4.942601272807522,6.115411464388722,5.475837117844986,2.7204470299334758,3.5991456240945854,3.312618709801337,1.7822876794104612,2.288031419239873,2.2311101367818864,3.7669718561708425,4.869180671324029,4.271589671830224
2.874494329967243,3.46361888182671,3.0804432117140723,1.874379228691803,2.3282067213183963,2.193784985207885,2.995356249774058,3.5874003154695298,3.172489871640861,3.7479835346550288,4.835802983659356,4.395249148679843,3.88851120787564,4.717137295721885,4.261311409585595,3.847663552226051,4.801947885493268,4.182764005938785,4.726704203063432,6.161895409694004,5.212433963757044,2.9452505973981524,3.6217148231841207,3.273974504635107,3.0315112137666618,3.631494642011933,3.1826936285362186,5.537339536875471,7.120752926139318,6.580166678721915,4.601191681092679,6.025878932752237,5.343417249359855,4.835897471761153,5.782899393751228,5.4404121014146645,2.803751333420319,3.763739592618502,3.158231283170682,1.8907576064049505,2.318767151753452,2.0828912949146567,2.9269072057592886,3.454715809044479,3.2599700840727164,2.878291767437499,3.571906314601142,3.2815142156934005,2.7788075691216974,3.673609341013799,3.13298652020007,5.012447631936189,6.145328678960805,5.45845595563504,5.725371840555718,7.207552647943125,6.6583843548381605,7.805846615212603,9.770195659300036,8.67015252037124,2.910111188279805,3.811852395655409,3.3465117058903577,3.869895773763053,4.931606109898184,4.3170349557089285,4.666777766385345,5.91222892270894,5.468704406676394,3.9203362793453658,4.739220850430009,4.203329121790105,3.576547892729552,4.6480665425324235,4.32665376265772,2.7430197293410363,3.5778307440860546,3.1555083225161003,3.769351081072896,4.912868015040671,4.16711191814209,1.0796989606917071,1.0907973706227896,1.0730082770809781,4.708654700027798,5.984625923270455,5.502160405849132,4.928127254067244,6.057500452980449,5.3990077987370455,5.746210248734402,7.255292941670538,6.521002080704452,3.8997521724212993,4.872282962280046,4.337363848163642
